customer_id,product_id,purchase_count,reorder_count,reorder_rate,first_purchase_order_number,last_purchase_order_number,purchase_span_orders,customer_prior_order_count,order_penetration,avg_add_to_cart_order
2,45066,3,2,0.6666666666666666,1,7,6,14,0.21428571428571427,11.0
2,45613,2,1,0.5,4,9,5,14,0.14285714285714285,16.5
2,45948,1,0,0.0,13,13,0,14,0.07142857142857142,9.0
2,46676,1,0,0.0,6,6,0,14,0.07142857142857142,12.0
2,46886,2,1,0.5,7,8,1,14,0.14285714285714285,9.5
2,47144,1,0,0.0,5,5,0,14,0.07142857142857142,1.0
2,47209,8,7,0.875,4,14,10,14,0.5714285714285714,7.5
2,47526,1,0,0.0,2,2,0,14,0.07142857142857142,2.0
2,47553,1,0,0.0,5,5,0,14,0.07142857142857142,9.0
2,47766,4,3,0.75,1,5,4,14,0.2857142857142857,5.0
2,47792,1,0,0.0,9,9,0,14,0.07142857142857142,21.0
2,48099,1,0,0.0,9,9,0,14,0.07142857142857142,19.0
2,48110,2,1,0.5,1,8,7,14,0.14285714285714285,5.0
2,48210,1,0,0.0,5,5,0,14,0.07142857142857142,6.0
2,49273,1,0,0.0,9,9,0,14,0.07142857142857142,20.0
2,49451,1,0,0.0,4,4,0,14,0.07142857142857142,1.0
3,248,1,0,0.0,2,2,0,12,0.08333333333333333,3.0
3,1005,1,0,0.0,10,10,0,12,0.08333333333333333,5.0
3,1819,3,2,0.6666666666666666,4,7,3,12,0.25,2.6666666666666665
3,7503,1,0,0.0,3,3,0,12,0.08333333333333333,6.0
3,8021,1,0,0.0,2,2,0,12,0.08333333333333333,5.0
3,9387,5,4,0.8,1,7,6,12,0.4166666666666667,3.6
3,12845,1,0,0.0,4,4,0,12,0.08333333333333333,2.0
3,14992,2,1,0.5,6,7,1,12,0.16666666666666666,7.0
3,15143,1,0,0.0,1,1,0,12,0.08333333333333333,3.0
3,16797,3,2,0.6666666666666666,1,9,8,12,0.25,4.0
3,16965,2,1,0.5,4,5,1,12,0.16666666666666666,4.5
3,17668,5,4,0.8,1,11,10,12,0.4166666666666667,3.6
3,18370,1,0,0.0,5,5,0,12,0.08333333333333333,10.0
3,18599,4,3,0.75,7,12,5,12,0.3333333333333333,3.75
3,21137,1,0,0.0,2,2,0,12,0.08333333333333333,7.0
3,21903,8,7,0.875,1,12,11,12,0.6666666666666666,4.25
3,22035,3,2,0.6666666666666666,5,8,3,12,0.25,3.6666666666666665
3,23650,2,1,0.5,2,12,10,12,0.16666666666666666,5.5
3,24010,2,1,0.5,4,7,3,12,0.16666666666666666,5.5
3,24810,3,2,0.6666666666666666,1,12,11,12,0.25,7.0
3,28373,2,1,0.5,3,5,2,12,0.16666666666666666,5.5
3,32402,3,2,0.6666666666666666,1,10,9,12,0.25,8.333333333333334
3,38596,1,0,0.0,2,2,0,12,0.08333333333333333,1.0
3,39190,10,9,0.9,1,12,11,12,0.8333333333333334,1.8
3,39922,1,0,0.0,1,1,0,12,0.08333333333333333,8.0
3,40604,1,0,0.0,2,2,0,12,0.08333333333333333,4.0
3,42265,1,0,0.0,5,5,0,12,0.08333333333333333,9.0
3,42557,1,0,0.0,8,8,0,12,0.08333333333333333,7.0
3,43961,4,3,0.75,7,11,4,12,0.3333333333333333,3.75
3,44683,2,1,0.5,5,6,1,12,0.16666666666666666,9.5
3,47766,9,8,0.8888888888888888,1,12,11,12,0.75,3.7777777777777777
3,48523,2,1,0.5,8,9,1,12,0.16666666666666666,6.5
3,49683,1,0,0.0,3,3,0,12,0.08333333333333333,4.0
4,1200,1,0,0.0,3,3,0,5,0.2,1.0
4,2707,1,0,0.0,1,1,0,5,0.2,4.0
4,7160,1,0,0.0,2,2,0,5,0.2,2.0
4,7350,1,0,0.0,1,1,0,5,0.2,2.0
4,11865,1,0,0.0,3,3,0,5,0.2,5.0
4,17769,1,0,0.0,3,3,0,5,0.2,2.0
4,19057,1,0,0.0,3,3,0,5,0.2,7.0
4,21573,1,0,0.0,5,5,0,5,0.2,3.0
4,22199,1,0,0.0,4,4,0,5,0.2,1.0
4,25146,1,0,0.0,4,4,0,5,0.2,2.0
4,25623,1,0,0.0,5,5,0,5,0.2,2.0
4,26576,1,0,0.0,5,5,0,5,0.2,1.0
4,35469,2,1,0.5,1,3,2,5,0.4,4.5
4,36606,1,0,0.0,1,1,0,5,0.2,1.0
4,37646,1,0,0.0,3,3,0,5,0.2,4.0
4,42329,1,0,0.0,2,2,0,5,0.2,1.0
4,43704,1,0,0.0,3,3,0,5,0.2,3.0
5,3376,1,0,0.0,4,4,0,4,0.25,8.0
5,5999,1,0,0.0,4,4,0,4,0.25,12.0
5,6808,1,0,0.0,2,2,0,4,0.25,2.0
5,8518,2,1,0.5,1,4,3,4,0.5,7.0
5,11777,4,3,0.75,1,4,3,4,1.0,5.75
5,13870,1,0,0.0,2,2,0,4,0.25,8.0
5,13988,2,1,0.5,2,4,2,4,0.5,8.0
5,15349,1,0,0.0,1,1,0,4,0.25,1.0
5,16168,1,0,0.0,4,4,0,4,0.25,5.0
5,18761,1,0,0.0,2,2,0,4,0.25,6.0
5,20754,1,0,0.0,3,3,0,4,0.25,3.0
5,21413,2,1,0.5,1,4,3,4,0.5,4.0
5,21616,1,0,0.0,2,2,0,4,0.25,5.0
5,22475,1,0,0.0,1,1,0,4,0.25,10.0
5,24231,1,0,0.0,3,3,0,4,0.25,4.0
5,24535,3,2,0.6666666666666666,1,4,3,4,0.75,5.333333333333333
5,26604,4,3,0.75,1,4,3,4,1.0,6.5
5,27344,1,0,0.0,4,4,0,4,0.25,1.0
5,28289,1,0,0.0,1,1,0,4,0.25,4.0
5,31717,1,0,0.0,1,1,0,4,0.25,7.0
5,40706,2,1,0.5,3,4,1,4,0.5,4.5
5,43693,3,2,0.6666666666666666,1,4,3,4,0.75,4.333333333333333
5,48775,1,0,0.0,1,1,0,4,0.25,3.0
6,8424,1,0,0.0,3,3,0,3,0.3333333333333333,3.0
6,10644,1,0,0.0,2,2,0,3,0.3333333333333333,7.0
6,11068,1,0,0.0,2,2,0,3,0.3333333333333333,6.0
6,20323,1,0,0.0,2,2,0,3,0.3333333333333333,2.0
6,21903,2,1,0.5,1,2,1,3,0.6666666666666666,3.5
6,25659,1,0,0.0,3,3,0,3,0.3333333333333333,2.0
6,27521,1,0,0.0,1,1,0,3,0.3333333333333333,1.0
6,38293,2,1,0.5,1,2,1,3,0.6666666666666666,1.5
6,40992,1,0,0.0,2,2,0,3,0.3333333333333333,3.0
6,45007,1,0,0.0,2,2,0,3,0.3333333333333333,5.0
6,48679,1,0,0.0,1,1,0,3,0.3333333333333333,4.0
6,49401,1,0,0.0,3,3,0,3,0.3333333333333333,1.0
7,274,1,0,0.0,2,2,0,20,0.05,16.0
7,519,2,1,0.5,1,3,2,20,0.1,10.5
7,4920,7,6,0.8571428571428571,2,17,15,20,0.35,4.714285714285714
7,4945,3,2,0.6666666666666666,16,18,2,20,0.15,11.333333333333334
7,6361,5,4,0.8,1,5,4,20,0.25,7.2
7,8277,3,2,0.6666666666666666,13,17,4,20,0.15,3.3333333333333335
7,8518,3,2,0.6666666666666666,2,18,16,20,0.15,7.0
7,9598,3,2,0.6666666666666666,2,20,18,20,0.15,11.666666666666666
7,10504,1,0,0.0,16,16,0,20,0.05,8.0
7,10895,3,2,0.6666666666666666,3,10,7,20,0.15,1.0
7,11520,1,0,0.0,17,17,0,20,0.05,9.0
7,12196,2,1,0.5,16,19,3,20,0.1,8.5
7,13176,1,0,0.0,15,15,0,20,0.05,8.0
7,13198,8,7,0.875,2,20,18,20,0.4,9.625
7,13249,1,0,0.0,1,1,0,20,0.05,5.0
7,13802,1,0,0.0,4,4,0,20,0.05,4.0
7,14267,1,0,0.0,3,3,0,20,0.05,2.0
7,14332,2,1,0.5,1,4,3,20,0.1,9.0
7,15581,2,1,0.5,2,3,1,20,0.1,16.0
7,15592,2,1,0.5,16,20,4,20,0.1,12.5
7,17638,11,10,0.9090909090909091,2,17,15,20,0.55,6.909090909090909
7,18382,1,0,0.0,16,16,0,20,0.05,15.0
7,18880,1,0,0.0,18,18,0,20,0.05,12.0
7,19019,3,2,0.6666666666666666,2,5,3,20,0.15,7.333333333333333
7,19678,2,1,0.5,2,4,2,20,0.1,18.0
7,21137,10,9,0.9,4,20,16,20,0.5,3.0
7,21298,1,0,0.0,15,15,0,20,0.05,10.0
7,22000,2,1,0.5,16,18,2,20,0.1,7.0
7,22742,1,0,0.0,15,15,0,20,0.05,6.0
7,22963,3,2,0.6666666666666666,1,3,2,20,0.15,8.333333333333334
7,23516,1,0,0.0,18,18,0,20,0.05,9.0
7,23712,2,1,0.5,16,19,3,20,0.1,10.5
7,25199,1,0,0.0,16,16,0,20,0.05,12.0
7,26209,1,0,0.0,18,18,0,20,0.05,3.0
7,26346,1,0,0.0,6,6,0,20,0.05,1.0
7,27156,1,0,0.0,18,18,0,20,0.05,4.0
7,27344,1,0,0.0,17,17,0,20,0.05,11.0
7,27690,4,3,0.75,2,20,18,20,0.2,11.0
7,29602,1,0,0.0,15,15,0,20,0.05,7.0
7,29871,3,2,0.6666666666666666,1,3,2,20,0.15,7.333333333333333
7,29894,1,0,0.0,18,18,0,20,0.05,7.0
7,29993,3,2,0.6666666666666666,4,20,16,20,0.15,1.6666666666666667
7,30391,7,6,0.8571428571428571,2,20,18,20,0.35,11.428571428571429
7,31343,2,1,0.5,2,12,10,20,0.1,12.5
7,31683,8,7,0.875,1,20,19,20,0.4,6.75
7,31717,1,0,0.0,18,18,0,20,0.05,6.0
7,32177,3,2,0.6666666666666666,15,20,5,20,0.15,7.666666666666667
7,33740,1,0,0.0,15,15,0,20,0.05,2.0
7,35333,2,1,0.5,16,18,2,20,0.1,4.0
7,37602,12,11,0.9166666666666666,2,20,18,20,0.6,4.416666666666667
7,37999,5,4,0.8,1,19,18,20,0.25,5.0
7,39121,3,2,0.6666666666666666,3,12,9,20,0.15,2.0
7,39275,4,3,0.75,1,13,12,20,0.2,2.5
7,40852,13,12,0.9230769230769231,2,20,18,20,0.65,7.3076923076923075
7,42265,1,0,0.0,16,16,0,20,0.05,5.0
7,42803,7,6,0.8571428571428571,2,17,15,20,0.35,9.285714285714286
7,42828,1,0,0.0,3,3,0,20,0.05,4.0
7,43352,1,0,0.0,16,16,0,20,0.05,11.0
7,43967,6,5,0.8333333333333334,2,13,11,20,0.3,12.5
7,44661,1,0,0.0,18,18,0,20,0.05,2.0
7,45066,4,3,0.75,1,18,17,20,0.2,7.75
7,45537,3,2,0.6666666666666666,2,9,7,20,0.15,14.333333333333334
7,45628,5,4,0.8,1,11,10,20,0.25,3.0
7,46969,1,0,0.0,15,15,0,20,0.05,9.0
7,47272,4,3,0.75,4,20,16,20,0.2,1.0
7,47623,1,0,0.0,18,18,0,20,0.05,11.0
7,49235,1,0,0.0,5,5,0,20,0.05,2.0
7,49508,2,1,0.5,1,3,2,20,0.1,12.0
8,651,1,0,0.0,1,1,0,3,0.3333333333333333,10.0
8,1529,1,0,0.0,1,1,0,3,0.3333333333333333,15.0
8,2078,3,2,0.6666666666666666,1,3,2,3,1.0,5.0
8,4799,1,0,0.0,3,3,0,3,0.3333333333333333,3.0
8,6141,1,0,0.0,1,1,0,3,0.3333333333333333,16.0
8,6473,1,0,0.0,1,1,0,3,0.3333333333333333,3.0
8,8193,1,0,0.0,3,3,0,3,0.3333333333333333,11.0
8,9839,2,1,0.5,1,2,1,3,0.6666666666666666,10.5
8,10644,1,0,0.0,3,3,0,3,0.3333333333333333,5.0
8,11136,1,0,0.0,2,2,0,3,0.3333333333333333,9.0
8,14992,2,1,0.5,1,2,1,3,0.6666666666666666,11.5
8,15143,1,0,0.0,3,3,0,3,0.3333333333333333,7.0
8,15937,1,0,0.0,3,3,0,3,0.3333333333333333,9.0
8,16349,1,0,0.0,1,1,0,3,0.3333333333333333,11.0
8,17794,3,2,0.6666666666666666,1,3,2,3,1.0,10.0
8,18479,1,0,0.0,3,3,0,3,0.3333333333333333,12.0
8,18531,2,1,0.5,2,3,1,3,0.6666666666666666,9.5
8,20920,1,0,0.0,1,1,0,3,0.3333333333333333,6.0
8,21903,2,1,0.5,1,2,1,3,0.6666666666666666,6.5
8,23165,3,2,0.6666666666666666,1,3,2,3,1.0,10.0
8,23400,1,0,0.0,1,1,0,3,0.3333333333333333,14.0
8,24838,1,0,0.0,1,1,0,3,0.3333333333333333,8.0
8,26882,1,0,0.0,2,2,0,3,0.3333333333333333,3.0
8,28985,2,1,0.5,1,2,1,3,0.6666666666666666,7.5
8,32030,2,1,0.5,1,2,1,3,0.6666666666666666,10.5
8,32197,1,0,0.0,2,2,0,3,0.3333333333333333,8.0
8,33640,1,0,0.0,3,3,0,3,0.3333333333333333,4.0
8,34190,1,0,0.0,1,1,0,3,0.3333333333333333,19.0
8,34358,2,1,0.5,2,3,1,3,0.6666666666666666,9.0
8,39110,1,0,0.0,1,1,0,3,0.3333333333333333,4.0
8,39812,1,0,0.0,1,1,0,3,0.3333333333333333,5.0
8,41540,1,0,0.0,3,3,0,3,0.3333333333333333,6.0
8,42736,1,0,0.0,2,2,0,3,0.3333333333333333,5.0
8,43295,1,0,0.0,2,2,0,3,0.3333333333333333,15.0
8,44099,1,0,0.0,1,1,0,3,0.3333333333333333,17.0
8,49533,1,0,0.0,1,1,0,3,0.3333333333333333,12.0
9,311,1,0,0.0,1,1,0,3,0.3333333333333333,25.0
9,481,2,1,0.5,1,3,2,3,0.6666666666666666,7.0
9,1559,1,0,0.0,3,3,0,3,0.3333333333333333,20.0
9,2732,1,0,0.0,3,3,0,3,0.3333333333333333,15.0
9,3634,1,0,0.0,3,3,0,3,0.3333333333333333,34.0
9,4957,2,1,0.5,1,2,1,3,0.6666666666666666,5.0
9,5002,1,0,0.0,1,1,0,3,0.3333333333333333,11.0
9,5194,1,0,0.0,1,1,0,3,0.3333333333333333,10.0
9,6489,2,1,0.5,1,3,2,3,0.6666666666666666,11.0
9,7952,1,0,0.0,1,1,0,3,0.3333333333333333,24.0
9,8467,1,0,0.0,3,3,0,3,0.3333333333333333,21.0
9,8834,2,1,0.5,2,3,1,3,0.6666666666666666,4.0
9,8952,1,0,0.0,1,1,0,3,0.3333333333333333,23.0
9,10132,1,0,0.0,3,3,0,3,0.3333333333333333,18.0
9,11790,1,0,0.0,1,1,0,3,0.3333333333333333,27.0
9,12075,1,0,0.0,3,3,0,3,0.3333333333333333,16.0
9,13351,1,0,0.0,1,1,0,3,0.3333333333333333,6.0
9,13740,1,0,0.0,1,1,0,3,0.3333333333333333,12.0
9,16018,1,0,0.0,1,1,0,3,0.3333333333333333,22.0
9,16154,1,0,0.0,1,1,0,3,0.3333333333333333,15.0
9,17600,1,0,0.0,3,3,0,3,0.3333333333333333,14.0
9,18926,2,1,0.5,2,3,1,3,0.6666666666666666,5.0
9,19627,1,0,0.0,1,1,0,3,0.3333333333333333,18.0
9,20899,1,0,0.0,3,3,0,3,0.3333333333333333,26.0
9,21108,1,0,0.0,1,1,0,3,0.3333333333333333,26.0
9,21462,1,0,0.0,3,3,0,3,0.3333333333333333,27.0
9,23592,1,0,0.0,1,1,0,3,0.3333333333333333,28.0
9,23765,1,0,0.0,3,3,0,3,0.3333333333333333,29.0
9,24341,2,1,0.5,2,3,1,3,0.6666666666666666,2.0
9,24952,1,0,0.0,3,3,0,3,0.3333333333333333,23.0
9,24954,1,0,0.0,3,3,0,3,0.3333333333333333,19.0
9,26604,2,1,0.5,2,3,1,3,0.6666666666666666,9.5
9,26790,1,0,0.0,1,1,0,3,0.3333333333333333,13.0
9,27555,1,0,0.0,3,3,0,3,0.3333333333333333,33.0
9,27596,1,0,0.0,3,3,0,3,0.3333333333333333,17.0
9,27690,1,0,0.0,1,1,0,3,0.3333333333333333,16.0
9,27966,2,1,0.5,1,2,1,3,0.6666666666666666,3.0
9,27973,3,2,0.6666666666666666,1,3,2,3,1.0,4.666666666666667
9,29594,2,1,0.5,2,3,1,3,0.6666666666666666,8.0
9,30252,2,1,0.5,2,3,1,3,0.6666666666666666,6.0
9,30967,1,0,0.0,3,3,0,3,0.3333333333333333,22.0
9,31066,1,0,0.0,1,1,0,3,0.3333333333333333,30.0
9,33754,2,1,0.5,1,3,2,3,0.6666666666666666,6.5
9,33787,1,0,0.0,2,2,0,3,0.3333333333333333,8.0
9,34448,1,0,0.0,3,3,0,3,0.3333333333333333,24.0
9,38159,2,1,0.5,1,2,1,3,0.6666666666666666,5.0
9,38277,2,1,0.5,1,3,2,3,0.6666666666666666,20.0
9,38777,1,0,0.0,3,3,0,3,0.3333333333333333,35.0
9,38988,1,0,0.0,3,3,0,3,0.3333333333333333,32.0
9,39409,1,0,0.0,3,3,0,3,0.3333333333333333,25.0
9,40571,2,1,0.5,1,3,2,3,0.6666666666666666,8.5
9,41844,1,0,0.0,3,3,0,3,0.3333333333333333,28.0
9,42347,1,0,0.0,3,3,0,3,0.3333333333333333,30.0
9,42828,2,1,0.5,1,3,2,3,0.6666666666666666,20.0
9,43875,1,0,0.0,1,1,0,3,0.3333333333333333,19.0
9,45045,1,0,0.0,1,1,0,3,0.3333333333333333,17.0
9,45767,2,1,0.5,1,3,2,3,0.6666666666666666,13.5
9,47167,1,0,0.0,1,1,0,3,0.3333333333333333,21.0
10,260,2,1,0.5,4,5,1,5,0.4,4.0
10,1529,3,2,0.6666666666666666,2,5,3,5,0.6,23.0
10,4920,1,0,0.0,3,3,0,5,0.2,20.0
10,5450,1,0,0.0,3,3,0,5,0.2,9.0
10,5646,1,0,0.0,2,2,0,5,0.2,11.0
10,5769,1,0,0.0,3,3,0,5,0.2,2.0
10,5818,1,0,0.0,2,2,0,5,0.2,25.0
10,7632,1,0,0.0,2,2,0,5,0.2,33.0
10,7746,1,0,0.0,2,2,0,5,0.2,40.0
10,8988,1,0,0.0,2,2,0,5,0.2,38.0
10,9339,3,2,0.6666666666666666,2,5,3,5,0.6,6.666666666666667
10,9871,2,1,0.5,4,5,1,5,0.4,7.5
10,11068,1,0,0.0,3,3,0,5,0.2,30.0
10,11782,1,0,0.0,2,2,0,5,0.2,28.0
10,13083,1,0,0.0,3,3,0,5,0.2,33.0
10,13198,1,0,0.0,2,2,0,5,0.2,9.0
10,13212,1,0,0.0,2,2,0,5,0.2,39.0
10,13512,1,0,0.0,2,2,0,5,0.2,7.0
10,13629,1,0,0.0,3,3,0,5,0.2,3.0
10,13829,2,1,0.5,4,5,1,5,0.4,17.5
10,14992,1,0,0.0,2,2,0,5,0.2,19.0
10,15011,1,0,0.0,2,2,0,5,0.2,5.0
10,15290,1,0,0.0,2,2,0,5,0.2,18.0
10,15392,1,0,0.0,2,2,0,5,0.2,32.0
10,15937,1,0,0.0,2,2,0,5,0.2,23.0
10,16185,2,1,0.5,4,5,1,5,0.4,29.5
10,16797,4,3,0.75,1,5,4,5,0.8,20.0
10,16857,1,0,0.0,2,2,0,5,0.2,44.0
10,17794,1,0,0.0,3,3,0,5,0.2,7.0
10,17828,2,1,0.5,4,5,1,5,0.4,6.5
10,18441,1,0,0.0,2,2,0,5,0.2,31.0
10,18656,1,0,0.0,3,3,0,5,0.2,13.0
10,19019,2,1,0.5,4,5,1,5,0.4,11.5
10,19678,1,0,0.0,3,3,0,5,0.2,8.0
10,20632,2,1,0.5,4,5,1,5,0.4,25.5
10,20920,2,1,0.5,4,5,1,5,0.4,22.5
10,20995,1,0,0.0,2,2,0,5,0.2,3.0
10,21174,1,0,0.0,3,3,0,5,0.2,12.0
10,21833,1,0,0.0,3,3,0,5,0.2,25.0
10,22035,2,1,0.5,4,5,1,5,0.4,14.5
10,22825,1,0,0.0,2,2,0,5,0.2,15.0
10,23165,1,0,0.0,2,2,0,5,0.2,22.0
10,23541,2,1,0.5,4,5,1,5,0.4,18.5
10,23879,2,1,0.5,4,5,1,5,0.4,12.5
10,24184,2,1,0.5,4,5,1,5,0.4,3.0
10,24852,1,0,0.0,1,1,0,5,0.2,2.0
10,25931,3,2,0.6666666666666666,2,5,3,5,0.6,24.333333333333332
10,26209,1,0,0.0,3,3,0,5,0.2,17.0
10,26940,1,0,0.0,3,3,0,5,0.2,10.0
10,27104,2,1,0.5,1,2,1,5,0.4,8.0
10,27156,1,0,0.0,2,2,0,5,0.2,6.0
10,28535,4,3,0.75,2,5,3,5,0.8,20.75
10,28842,3,2,0.6666666666666666,3,5,2,5,0.6,21.0
10,28928,1,0,0.0,3,3,0,5,0.2,27.0
10,28986,1,0,0.0,2,2,0,5,0.2,12.0
10,30305,1,0,0.0,3,3,0,5,0.2,14.0
10,30489,4,3,0.75,2,5,3,5,0.8,15.0
